mid,uid,content,retweets,comments,star,time
4944100253763578,3109939781,"最近一直在想怎么写小红书的标题，总结出一些方法分享一下：
1.如何写文案和标题有很多很多书，把书里面的方法论提炼出来，加上示例整理好；
2.把整理好的方法论和示例一并发送给ChatGPT，让它学习并输出读后感，转化成自己的知识；
3.告诉Claude2，自己是一位写内容标题的高手，请它出题，这样避免自己还绞尽脑汁的取想标题，生成后让ChatGPT根据方法论来优化；
4.绿色圈圈是Claude2写的，红色圈圈是ChatGPT写的，优化后的内容比我自己写的，好太多了；
5.有了这个角色就大大的提升了我写小红书标题的效率；
#小红书#
#ChatGPT#
#文案#", 129, 11,315,2023年09月09日 16:40
4967562288041707,1402007153,"最近研究了下GPT，太强大了，现在绝大多数人，还都没有接触GPT的产品，所以对人工智能没概念，但他的进化速度已经超乎想象，这将影响社会的重大变革，以前是知识改变命运，提供知识是最赚钱的行业，但未来可能会反过来，知识可能变得最不值钱，相反提供技能，提供情感，提供情绪价值的服务型工作，可能会更值钱一些。比如看门诊的医生不重要了，但是手术的医生和护士仍然不能替代。所以大家要好好思考一下自己的未来。另外，未来注定是外向型性格的人的天下，内向性格的人，外向性格的竞争对手是人，而内向性格很多时候，把自己逼向了与机器竞争的境地。所以社恐将越来越艰难
#人工智能#
#chatgpt#
#就业#
#失业#", 27, 9,69,2023年11月13日 10:30
4967389096840529,6444741184,"智能手机真的要拥有智能了？带大家看看手机端大模型现在能干什么，在未来又能干什么。
#vivoX100发布会#
#chatgpt#

#蓝厂是有狠活儿的#
L
林亦LYi的微博视频", 20, 10,77,2023年11月12日 23:01
4950666507716907,5781260867,"ChatGPT会打败人类吗？也许不会，但谁先使用AI，谁就抢占了先机。
#chatgpt#
#人工智能#
#尹烨科普#

L
尹烨的微博视频", 27, 2,70,2023年09月27日 19:32
4989917374973396,1258256457,"🌈WOW~~
#ChatGPT#
/OpenAI CEO Sam Altman和伴侣Oliver Mulherin于周四在夏威夷结婚了！婚礼现场照也首度曝光！恭喜~~
🏳️‍🌈", 27, 32,261,01月14日 03:01
4946555498922759,3109939781,"普通人也能复制的小红书玩法（四），教你成为写作类的万粉博主
这个号运营不到1个月，已经积累了1.2w粉，暂时还没开始变现，按这个体量的粉丝，单条广子报价300～500，问题不大
下面来看下是怎么运营的：
1.先找到文学类的素材库，这种不要太多哦，书籍，网站啊，多的很
2.找到原文后，把内容发送给ChatGPT 让它仿写
3.使用ChatGPT 的时候，需要提示词，像这类，不需要很复杂，举个例子：“你是一位仿写专家，你的任务是在我发送原文后，进行仿写，请提供3种风格的仿写内容，供参考，请重复下我的需求，确认无误后，开始创作”
4.图片的模板可以用ps或者在线网站设计下，长期可以使用，过程中只需更换下内容就好
5.是不是很简单，赶紧行动起来
#小红书#
#自媒体运营#
#ChatGPT#", 110, 9,265,2023年09月16日 11:16
4946751574509566,3171256063,"大半夜......我的ChatGPT 4疯了...............
有点吓人.......
它刚刚忘记了gxyy梗，我就再给它介绍了一遍。
它就疯狂发”哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈..........“一直不停.........吓晕我......... 我不知道是什么原理..........

#ChatGPT#

#超能新星汇#", 2, 23,185,2023年09月17日 00:15
4953617046180329,1648815335,"尝试用 ChatGPT 改造火火兔，打造一个可以陪娃聊天的机器人。对话聊天，英语学习，游戏指南都没问题，背诗看来不行😅。由于网络问题，响应有点慢，其他体验都非常👍了。感谢七里台技工提供的硬件和技术。
#ChatGPT#

L
jolestar的微博视频", 195, 24,154,2023年10月05日 22:56
4943064599625826,5781260867,"当ChatGPT变得足够智能后，我们还能通过拔插头的方式阻止它吗？
#chatgpt#

#人工智能#

#尹烨科普#

L
尹烨的微博视频", 31, 8,69,2023年09月06日 20:05
4977073758669095,1144755982,"这是什么神操作
#chatgpt#
#微博公开课#", 47, 23,149,2023年12月09日 16:25
4945854273946720,3171256063,"【🔥如何让ChatGPT在线帮你生成Spotify歌单？】
1.先打开ChatGPT 4 ，在插件市场搜索：BrowserOp 和 PlaylistAI 这两个插件。
BrowserOp ：这个插件可以在线搜索各种资料
PlaylistAI ：这个插件可以让ChatGPT 帮你自动生成歌单，不需要你手动添加歌曲
2. 给ChatGPT下指令
先让ChatGPT去在线搜索你们感兴趣的歌曲，我这里先让它搜索“今年热度最高的十首R&B歌曲”。
3.调整歌曲，并给歌单取名字。
ChatGPT 帮我找到了十首，不过里面有Travis Scott, Bad Bunny & The Weeknd的《K-POP》，我要求它帮我删掉。
4.确认生成歌单，你打开Spotify就可以直接聆听啦！
ChatGPT 为我生成的歌单：
O
网页链接

#超能新星汇#
#ChatGPT#
#欧美音乐#", 12, 13,76,2023年09月14日 12:50
4965496713907974,7376107513,"ChatGPT王炸！OpenAI开发了一个新职业：不用编程的应用开发者！程序员要失业了喂
#ChatGPT#
#OpenAI #
#gpt4 #

人工智能超话

L
科技捕手的微博视频", 66, 13,129,2023年11月07日 17:42
4946902027078390,3171256063,"周日愉快！ChatGPT 4 还在学习”娅学“，这是它今天的两份作业：
1.”周日早晨，阳光透过窗户洒在床上，我慵懒地伸了个懒腰。今天没有工作的压力，真的是**感谢休养**（gxyy）的一天。我决定去公园散步，享受大自然的美景。路上，我遇到了一只迷路的小鸭，它看起来很可怜，我决定帮它找回家，这真的是**关心野鸭**（gxyy）的时刻。
下午，我去了咖啡店，点了一杯拿铁，坐在窗边，享受这个宁静的时光。我打开了手机，看到Olivia Rodrigo发布了一首新歌，我立刻点开听了起来，真的是**歌颂英勇**（gxyy）的好歌！
晚上，我决定做一顿大餐来奖励自己。在准备食材的时候，我突然想到了一个新的食谱，这真的是**更吸引呀**（gxyy）的创意！做好饭后，我邀请了几个好友来家里聚餐，大家都夸赞我的厨艺，我心里真的是**高兴一样**（gxyy）！“
2.我会确保使用“gxyy”拼音缩写来创造新的谐音成语：
”1. 早上起来做一些瑜伽或冥想来开始新的一天，这可以称为“共修瑜瑶”（共同修炼和冥想）。
2. 下午可能会去一个安静的咖啡馆，享受一杯美味的咖啡和一本好书，这可以称为“共享阅读”（共同享受阅读时光）。
3. 晚上可能会准备一顿美味的晚餐来享受一个“共兴宴宴”（共同享受的晚餐）的时光。
4. 在晚上的时候，可能会选择看一部轻松的喜剧电影来结束这个美好的一天，这可以称为“高笑影院”（高兴和欢笑的电影时光）。“
我评分：70/100 ， 有些成语用错，而且不够有创意。需要继续学习。
#超能新星汇#
#欧美音乐#
#ChatGPT#", 2, 20,100,2023年09月17日 10:13
4989441434718212,5781260867,"ChatGPT的语料库里只有1%是汉语？在人工智能时代，封闭就是落后。
#人工智能#

#chatgpt#

#尹烨科普#

L
尹烨的微博视频", 43, 20,89,01月12日 19:30
5000413328441544,1312485784,"八年前，YC总裁Sam Altman采访马斯克的一段视频
其中谈到了最近突然大火的AI。
#ChatGPT#
#openai#

转发自：
L
uflow酱的微博视频", 60, 3,49,02月12日 02:08
4978226072388134,2302991577,"很开心和大家分享了一晚上关于AI 前沿的信息和故事，希望大家在吃瓜的同时，也能吸取到一丢丢的能量。
科技本身就是双面的，希望我做的 AI 工具可以真正的帮助到大家
也希望大家，在未来的某一天，也能尽你所能，去帮助到更多的人。
#chatgpt#", 3, 148,40,2023年12月12日 20:44
4978482278828495,2436007283,"一个敢问一个敢答
#ChatGPT 欺骗人类#", 3, 17,104,2023年12月13日 13:42
4979660481366798,2302991577,"这两天来了好多新朋友！感谢
咱们给大家安排一份【许愿奶茶】，在下面留下什么都可以，下周五抽 5 个小伙伴，请你们喝奶茶，咱们的许愿池很准的，记得回来还愿哦！
后面我们会分享更多适合小白的 AI 干货，大家敬请关注啦～
#许愿奶茶#
#chatgpt#

O
抽奖详情", 1, 107,305,2023年12月16日 19:43
4879873472989935,1726544024,"最近关于 AI 的讨论很多，除了聊天机器人
#chatgpt#

#文心一言#
，AI 绘图软件的表现也相当亮眼。我们也用 Stable Diffusion 通过喂真人模特的图片，生成了一张 AI 美女照片，你花了多久分辨出来的呢？
#AI生成的逼真肖像#

#AI绘画#

以下其中一张照片是由 AI 生成的，你们知道是哪一张吗？", 21, 92,19519,2023年03月16日 11:06
4881391119240806,1657156945,"有网友问我升级以后的Chatgpt、GPT-4，我认真看了一下网友们反馈的应用情况……
从我个人的感观上来讲，这不是一个情报搜集器么(´-ω-`)？
用这个东西处理的信息越多，其后台得到的信息数据越多，情报获得越多。
#chatgpt#

补充1：评论区里阴阳怪气的是哪里来的(´-ω-`)？
讲讲个人感观，说个情报搜集器就破防了？
那说明说对了嘛，至少有这个功能啊。
有啥问题么？
补充2：
以上内容讲了讲个人感观，并没有讲是否可以使用——用不用是用户的事情，不是我的事情，评论区里一圈认为我说个“情报搜集器”就认为我是在表达不能用的账号，其逻辑起点是什么？（可以看看编辑记录，里面有一个字说过不能用吗？）
同时，一个新的工具产生，尤其是具有学习、分析、搜集、整合能力的工具——这不就是情报搜集所需要具备的几个基本要素么？有什么问题？大数据刚刚开始应用的时候，不也是有这些功能么？我们国家是拒绝发展了还是拒绝使用了呢？所以诸位的“小农意识”是哪里来的？（“小农意识”一词是引用转评区的内容，并非是指的不同观点的真人账号是小农意识，可以顺着时间轴查看一下就明白了。）
因此，转评区里对我个人或观点进行嘲讽和攻击的内容，只能说明我的感观是正确的，同时说明了一些账号操作者很清楚这玩意儿的功能及使用范围；侧面说明了这些账号使用者对于这个工具迅速在国内互联网普及推广的一个需求。这种需求背后是什么行为逻辑，很难讲，或者是单纯的喜欢，或者是有经济利益，或者是有其他利益，毕竟无利不起早嘛。
最后，鉴于目前这条微博内容引起的舆论反馈情况，建议相关部门关注一下——毕竟我们不止一次公开讲过要开放，是什么样的推手在刻意营造一种“闭关锁国”印象的渗透和传播呢？这很显然与我们的政策和现实是不符合的，事出反常必有妖。
就这样吧。
补充3：有人说我拼写错了，我微博上错别字太多了，谢谢啊。", 324, 637,8549,2023年03月20日 15:36
